Date,average_sentiment,Glossier
2022-01-02T00:00:00.000+0000,1.8796112255876292,43
2022-01-03T00:00:00.000+0000,1.6971508749352064,32
2022-01-04T00:00:00.000+0000,1.741418741646453,34
2022-01-05T00:00:00.000+0000,1.7872051494452668,22
2022-01-06T00:00:00.000+0000,1.528836670069734,23
2022-01-07T00:00:00.000+0000,1.9202555877031198,27
2022-01-08T00:00:00.000+0000,1.335683574370847,33
2022-01-09T00:00:00.000+0000,1.7211578575783832,32
2022-01-10T00:00:00.000+0000,1.6811954157332554,24
2022-01-11T00:00:00.000+0000,1.528248489115357,31
2022-01-12T00:00:00.000+0000,1.672018217395782,25
2022-01-13T00:00:00.000+0000,1.7724864059848302,20
2022-01-14T00:00:00.000+0000,1.6415781208573819,20
2022-01-15T00:00:00.000+0000,1.7191025553061565,30
2022-01-16T00:00:00.000+0000,1.9983917132342919,30
2022-01-17T00:00:00.000+0000,1.8356928410818145,25
2022-01-18T00:00:00.000+0000,1.8374400655363783,28
2022-01-19T00:00:00.000+0000,1.8610508462598494,25
2022-01-20T00:00:00.000+0000,1.77389811104751,27
2022-01-21T00:00:00.000+0000,1.8480747192298876,27
2022-01-22T00:00:00.000+0000,1.6157979630397714,34
2022-01-23T00:00:00.000+0000,1.959542812978404,35
2022-01-24T00:00:00.000+0000,1.7820461651034392,23
2022-01-25T00:00:00.000+0000,1.7043964020011924,23
2022-01-26T00:00:00.000+0000,1.6009290356348411,19
2022-01-27T00:00:00.000+0000,1.6632561030141804,32
2022-01-28T00:00:00.000+0000,1.8083643079586111,32
2022-01-29T00:00:00.000+0000,1.8490425750955137,30
2022-01-30T00:00:00.000+0000,1.998313128359686,33
2022-01-31T00:00:00.000+0000,1.9413244477789793,27
2022-02-01T00:00:00.000+0000,1.6485993000726977,24
2022-02-02T00:00:00.000+0000,1.6252034061129663,30
2022-02-03T00:00:00.000+0000,1.002970086379303,26
2022-02-04T00:00:00.000+0000,1.7397078616103239,27
2022-02-05T00:00:00.000+0000,1.5793704600484262,25
2022-02-06T00:00:00.000+0000,1.594669403495677,29
2022-02-07T00:00:00.000+0000,1.6692639047257063,24
2022-02-08T00:00:00.000+0000,1.794979079497908,26
2022-02-09T00:00:00.000+0000,1.787122725481403,22
2022-02-10T00:00:00.000+0000,1.5177324640495677,19
2022-02-11T00:00:00.000+0000,1.7789944404157603,26
2022-02-12T00:00:00.000+0000,1.541633735532255,27
2022-02-13T00:00:00.000+0000,1.634832193503904,24
2022-02-14T00:00:00.000+0000,1.8928773821667395,24
2022-02-15T00:00:00.000+0000,1.803992429076208,25
2022-02-16T00:00:00.000+0000,1.5807144487253493,24
2022-02-17T00:00:00.000+0000,1.4767549137585239,21
2022-02-18T00:00:00.000+0000,1.9415845004916683,27
2022-02-19T00:00:00.000+0000,1.9986612072587975,29
2022-02-20T00:00:00.000+0000,1.6036503968350282,29
2022-02-21T00:00:00.000+0000,1.9979825803573161,25
2022-02-22T00:00:00.000+0000,1.577831408377866,25
2022-02-23T00:00:00.000+0000,1.7980829884456206,23
2022-02-24T00:00:00.000+0000,1.9048403647978724,22
2022-02-25T00:00:00.000+0000,1.6361154446177848,22
2022-02-26T00:00:00.000+0000,1.8368223560778119,27
2022-02-27T00:00:00.000+0000,1.8781605823355765,31
2022-02-28T00:00:00.000+0000,1.8936153025945912,22
2022-03-01T00:00:00.000+0000,1.7878738489120691,24
2022-03-02T00:00:00.000+0000,1.9275801493192797,19
2022-03-03T00:00:00.000+0000,1.5012214983713354,21
2022-03-04T00:00:00.000+0000,1.9499686353527097,22
2022-03-05T00:00:00.000+0000,1.6556541438550123,25
2022-03-06T00:00:00.000+0000,1.696678625159125,26
2022-03-07T00:00:00.000+0000,1.7404334709431566,26
2022-03-08T00:00:00.000+0000,1.5366128661808616,23
2022-03-09T00:00:00.000+0000,1.6979725815794555,22
2022-03-10T00:00:00.000+0000,1.9983981246337175,23
2022-03-11T00:00:00.000+0000,1.83652845090648,23
2022-03-12T00:00:00.000+0000,1.5938269296687544,28
2022-03-13T00:00:00.000+0000,1.8532953556452252,30
2022-03-14T00:00:00.000+0000,1.881680283574306,21
2022-03-15T00:00:00.000+0000,1.7925692795218469,23
2022-03-16T00:00:00.000+0000,1.3833134999338887,20
2022-03-17T00:00:00.000+0000,1.6993514218827954,22
2022-03-18T00:00:00.000+0000,1.5933350932496855,26
2022-03-19T00:00:00.000+0000,1.7890082122552116,29
2022-03-20T00:00:00.000+0000,1.4383986190933877,30
2022-03-21T00:00:00.000+0000,1.6067963833237144,24
2022-03-22T00:00:00.000+0000,1.8701597750999477,26
2022-03-23T00:00:00.000+0000,1.782445711243706,30
2022-03-24T00:00:00.000+0000,1.6616754547744206,31
2022-03-25T00:00:00.000+0000,1.5991966002641502,28
2022-03-26T00:00:00.000+0000,1.698702286557256,37
2022-03-27T00:00:00.000+0000,1.9646640740244066,32
2022-03-28T00:00:00.000+0000,1.8343996800959712,27
2022-03-29T00:00:00.000+0000,1.8941466083150984,27
2022-03-30T00:00:00.000+0000,1.5942850910677282,29
2022-03-31T00:00:00.000+0000,1.7369430287127214,25
2022-04-01T00:00:00.000+0000,1.7637960319468036,21
2022-04-02T00:00:00.000+0000,1.849603462366334,29
2022-04-03T00:00:00.000+0000,1.5779096106137418,27
2022-04-04T00:00:00.000+0000,1.635139163158091,29
2022-04-05T00:00:00.000+0000,1.8196685143818427,29
2022-04-06T00:00:00.000+0000,1.6971227532395152,24
2022-04-07T00:00:00.000+0000,1.849603128954331,25
2022-04-08T00:00:00.000+0000,1.799899224332743,24
2022-04-09T00:00:00.000+0000,1.8609782930647822,29
2022-04-10T00:00:00.000+0000,1.8346852163431355,28
2022-04-11T00:00:00.000+0000,1.9416047087980173,24
2022-04-12T00:00:00.000+0000,1.860383278215891,25
2022-04-13T00:00:00.000+0000,1.8928312466766568,21
2022-04-14T00:00:00.000+0000,1.3073047858942066,23
2022-04-15T00:00:00.000+0000,1.5520833333333333,28
2022-04-16T00:00:00.000+0000,1.5418372906377968,26
2022-04-17T00:00:00.000+0000,1.7983053969423466,27
2022-04-18T00:00:00.000+0000,1.8349190410443077,29
2022-04-19T00:00:00.000+0000,1.822580041657832,34
2022-04-20T00:00:00.000+0000,1.8593466905415286,33
2022-04-21T00:00:00.000+0000,1.9044877305091068,31
2022-04-22T00:00:00.000+0000,1.7472171690921692,28
2022-04-23T00:00:00.000+0000,1.6354046020959212,29
2022-04-24T00:00:00.000+0000,1.3835077472215462,30
2022-04-25T00:00:00.000+0000,1.7633579522217144,26
2022-04-26T00:00:00.000+0000,1.6357570597021176,24
2022-04-27T00:00:00.000+0000,1.6626387610051832,22
2022-04-28T00:00:00.000+0000,1.8877462723924625,24
